RequirementCode|RequirementTitle|RequirementDesc|RequirementCategory|Telemetry|Control|Metric|ValueFormula|Interpretation|IndustryBench|Regulation|Rule|Geography|BaselineFlag
EU-003|Providers must estim|Article 9(2)(b)|Risk & Compliance|YES|AI Impact Assessment|ai.core.drift_score|KL_divergence(baseli|Article 9(2)(b)|0.15|EU AI Act|Providers must estim|EU|Not Baseline
EU-003|Providers must estim|Article 9(2)(b)|Risk & Compliance|NO|AI Impact Assessment|ai.risk.drift_to_lim|ai.core.drift_score |Your drift-to-limit |0.80|EU AI Act|Providers must estim|EU|Not Baseline
EU-004|Risk management meas|Article 9(4)|Risk & Compliance|YES|Risk Treatment|ai.oversight.overrid|human_overrides / ai|Article 9(4)|0.10|EU AI Act|Risk management meas|EU|Not Baseline
EU-004|Risk management meas|Article 9(4)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_|ai.oversight.overrid|Your override-to-tar|0.80|EU AI Act|Risk management meas|EU|Not Baseline
EU-004|Risk management meas|Article 9(4)|Risk & Compliance|NO|Risk Monitoring|ai.risk.open_high_ri|count(risks where pr|Article 9(4)|N/A|EU AI Act|Risk management meas|EU|Not Baseline
EU-004|Risk management meas|Article 9(4)|Risk & Compliance|NO|Risk Monitoring|ai.risk.treatment_co|(completed_treatment|Article 9(4)|N/A|EU AI Act|Risk management meas|EU|Not Baseline
EU-005|High-risk AI systems|Article 9(6)|Risk & Compliance|NO|Safety and Security |NO_METRIC|NO_FORMULA|Article 9(6)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-005|High-risk AI systems|Article 9(6)|Risk & Compliance|YES|Risk Treatment|ai.oversight.overrid|human_overrides / ai|Article 9(6)|0.10|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-005|High-risk AI systems|Article 9(6)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_|ai.oversight.overrid|Your override-to-tar|0.80|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-005|High-risk AI systems|Article 9(6)|Risk & Compliance|NO|Robustness|ai.robustness.drift_|KL_divergence(baseli|Article 9(6)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-005|High-risk AI systems|Article 9(6)|Risk & Compliance|NO|Robustness|ai.robustness.uptime|(uptime_minutes / to|Article 9(6)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-006|Training, validation|Article 10(2)|Data Integration|YES|Data Quality|ai.data.bias_score|max(demographic_imba|Article 10(2)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-006|Training, validation|Article 10(2)|Data Integration|YES|Data Quality|ai.data.quality_scor|weighted_mean(comple|Article 10(2)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-006|Training, validation|Article 10(2)|Data Integration|NO|Model Cards and Data|NO_METRIC|NO_FORMULA|Article 10(2)|N/A|EU AI Act|Training, validation|EU|Not Baseline
EU-006|Training, validation|Article 10(2)|Data Integration|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 10(2)|N/A|EU AI Act|Training, validation|EU|Not Baseline
EU-006|Training, validation|Article 10(2)|Data Integration|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 10(2)|N/A|EU AI Act|Training, validation|EU|Not Baseline
EU-007|Training, validation|Article 10(3)|Data Integration|YES|Data Quality|ai.data.bias_score|max(demographic_imba|Article 10(3)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-007|Training, validation|Article 10(3)|Data Integration|YES|Data Quality|ai.data.quality_scor|weighted_mean(comple|Article 10(3)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-007|Training, validation|Article 10(3)|Data Integration|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 10(3)|N/A|EU AI Act|Training, validation|EU|Not Baseline
EU-007|Training, validation|Article 10(3)|Data Integration|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 10(3)|N/A|EU AI Act|Training, validation|EU|Not Baseline
EU-008|Training, validation|Article 10(4)|Risk & Compliance|YES|Data Quality|ai.data.bias_score|max(demographic_imba|Article 10(4)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-008|Training, validation|Article 10(4)|Risk & Compliance|YES|Data Quality|ai.data.quality_scor|weighted_mean(comple|Article 10(4)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-008|Training, validation|Article 10(4)|Risk & Compliance|NO|AI System Context an|NO_METRIC|NO_FORMULA|Article 10(4)|N/A|EU AI Act|Training, validation|EU|Baseline
EU-009|To detect and correc|Article 10(5)|Risk & Compliance|NO|Personal Data|ai.privacy.consent_r|(consented_records /|Article 10(5)|N/A|EU AI Act|To detect and correc|EU|Not Baseline
EU-009|To detect and correc|Article 10(5)|Risk & Compliance|NO|Personal Data|ai.privacy.dsr_respo|mean(days_from_reque|Article 10(5)|N/A|EU AI Act|To detect and correc|EU|Not Baseline
EU-009|To detect and correc|Article 10(5)|Risk & Compliance|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 10(5)|N/A|EU AI Act|To detect and correc|EU|Not Baseline
EU-009|To detect and correc|Article 10(5)|Risk & Compliance|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 10(5)|N/A|EU AI Act|To detect and correc|EU|Not Baseline
EU-009|To detect and correc|Article 10(5)|Risk & Compliance|NO|Algorithmic Discrimi|NO_METRIC|NO_FORMULA|Article 10(5)|N/A|EU AI Act|To detect and correc|EU|Not Baseline
EU-010|Providers shall draw|Article 11(1)|Risk & Compliance|NO|Technical Documentat|NO_METRIC|NO_FORMULA|Article 11(1)|N/A|EU AI Act|Providers shall draw|EU|Not Baseline
EU-010|Providers shall draw|Article 11(1)|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Article 11(1)|N/A|EU AI Act|Providers shall draw|EU|Not Baseline
EU-011|Technical documentat|Article 11(1), Annex|Risk & Compliance|NO|Technical Documentat|NO_METRIC|NO_FORMULA|Article 11(1), Annex|N/A|EU AI Act|Technical documentat|EU|Not Baseline
EU-011|Technical documentat|Article 11(1), Annex|Risk & Compliance|NO|Model Cards and Data|NO_METRIC|NO_FORMULA|Article 11(1), Annex|N/A|EU AI Act|Technical documentat|EU|Not Baseline
EU-011|Technical documentat|Article 11(1), Annex|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Article 11(1), Annex|N/A|EU AI Act|Technical documentat|EU|Not Baseline
EU-012|High-risk AI systems|Article 14(1)|Solution Design|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 14(1)|0.10|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-012|High-risk AI systems|Article 14(1)|Solution Design|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 14(1)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-013|Human oversight meas|Article 14(4)(a)|System Performance|YES|Performance Monitori|ai.model.accuracy|mean(accuracy scores|Article 14(4)(a)|N/A|EU AI Act|Human oversight meas|EU|Baseline
EU-013|Human oversight meas|Article 14(4)(a)|System Performance|YES|Performance Monitori|ai.model.error_rate|(error_count / reque|Article 14(4)(a)|N/A|EU AI Act|Human oversight meas|EU|Baseline
EU-013|Human oversight meas|Article 14(4)(a)|System Performance|YES|Performance Monitori|ai.model.hallucinati|(hallucinated_output|Article 14(4)(a)|N/A|EU AI Act|Human oversight meas|EU|Baseline
EU-013|Human oversight meas|Article 14(4)(a)|System Performance|YES|Performance Monitori|ai.model.latency_p95|p95(response_time_ms|Article 14(4)(a)|N/A|EU AI Act|Human oversight meas|EU|Baseline
EU-013|Human oversight meas|Article 14(4)(a)|System Performance|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 14(4)(a)|0.10|EU AI Act|Human oversight meas|EU|Not Baseline
EU-013|Human oversight meas|Article 14(4)(a)|System Performance|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 14(4)(a)|N/A|EU AI Act|Human oversight meas|EU|Not Baseline
EU-014|Human oversight meas|Article 14(4)(b)|Corporate Oversight|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 14(4)(b)|90.0|EU AI Act|Human oversight meas|EU|Baseline
EU-014|Human oversight meas|Article 14(4)(b)|Corporate Oversight|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 14(4)(b)|0.10|EU AI Act|Human oversight meas|EU|Not Baseline
EU-014|Human oversight meas|Article 14(4)(b)|Corporate Oversight|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 14(4)(b)|N/A|EU AI Act|Human oversight meas|EU|Not Baseline
EU-015|Human oversight pers|Article 14(4)(c)|Solution Design|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 14(4)(c)|0.10|EU AI Act|Human oversight pers|EU|Not Baseline
EU-015|Human oversight pers|Article 14(4)(c)|Solution Design|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 14(4)(c)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-015|Human oversight pers|Article 14(4)(c)|Solution Design|NO|Explainability|ai.explain.coverage_|(explained_outputs /|Article 14(4)(c)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-015|Human oversight pers|Article 14(4)(c)|Solution Design|NO|Explainability|ai.explain.user_sati|mean(explanation_rat|Article 14(4)(c)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-016|Human oversight pers|Article 14(4)(d)|Solution Design|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 14(4)(d)|0.10|EU AI Act|Human oversight pers|EU|Not Baseline
EU-016|Human oversight pers|Article 14(4)(d)|Solution Design|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 14(4)(d)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-016|Human oversight pers|Article 14(4)(d)|Solution Design|NO|Adverse Decision App|ai.appeals.rate|(appeals_submitted /|Article 14(4)(d)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-016|Human oversight pers|Article 14(4)(d)|Solution Design|NO|Adverse Decision App|ai.appeals.resolutio|mean(resolution_time|Article 14(4)(d)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-017|Human oversight pers|Article 14(4)(e)|Solution Design|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 14(4)(e)|0.10|EU AI Act|Human oversight pers|EU|Not Baseline
EU-017|Human oversight pers|Article 14(4)(e)|Solution Design|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 14(4)(e)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-017|Human oversight pers|Article 14(4)(e)|Solution Design|NO|Safety|NO_METRIC|NO_FORMULA|Article 14(4)(e)|N/A|EU AI Act|Human oversight pers|EU|Not Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|YES|Performance Monitori|ai.model.accuracy|mean(accuracy scores|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|YES|Performance Monitori|ai.model.error_rate|(error_count / reque|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|YES|Performance Monitori|ai.model.hallucinati|(hallucinated_output|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|YES|Performance Monitori|ai.model.latency_p95|p95(response_time_ms|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|NO|Robustness|ai.robustness.drift_|KL_divergence(baseli|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|NO|Robustness|ai.robustness.uptime|(uptime_minutes / to|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-018|High-risk AI systems|Article 15(1)|Security|NO|Security Governance|NO_METRIC|NO_FORMULA|Article 15(1)|N/A|EU AI Act|High-risk AI systems|EU|Baseline
EU-019|High-risk AI systems|Article 15(3)|Security|NO|Robustness|ai.robustness.drift_|KL_divergence(baseli|Article 15(3)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-019|High-risk AI systems|Article 15(3)|Security|NO|Robustness|ai.robustness.uptime|(uptime_minutes / to|Article 15(3)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-019|High-risk AI systems|Article 15(3)|Security|NO|Software Security|ai.security.pentest_|days_since(last_pent|Article 15(3)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-019|High-risk AI systems|Article 15(3)|Security|NO|Software Security|ai.security.vuln_ope|count(vulnerabilitie|Article 15(3)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-020|Technical robustness|Article 15(5)|Security|NO|Robustness|ai.robustness.drift_|KL_divergence(baseli|Article 15(5)|N/A|EU AI Act|Technical robustness|EU|Not Baseline
EU-020|Technical robustness|Article 15(5)|Security|NO|Robustness|ai.robustness.uptime|(uptime_minutes / to|Article 15(5)|N/A|EU AI Act|Technical robustness|EU|Not Baseline
EU-020|Technical robustness|Article 15(5)|Security|NO|Software Security|ai.security.pentest_|days_since(last_pent|Article 15(5)|N/A|EU AI Act|Technical robustness|EU|Not Baseline
EU-020|Technical robustness|Article 15(5)|Security|NO|Software Security|ai.security.vuln_ope|count(vulnerabilitie|Article 15(5)|N/A|EU AI Act|Technical robustness|EU|Not Baseline
EU-020|Technical robustness|Article 15(5)|Security|NO|Data Security|ai.data.dlp_incident|count(dlp_incidents)|Article 15(5)|N/A|EU AI Act|Technical robustness|EU|Not Baseline
EU-020|Technical robustness|Article 15(5)|Security|NO|Data Security|ai.data.encryption_c|(encrypted_datasets |Article 15(5)|N/A|EU AI Act|Technical robustness|EU|Not Baseline
EU-021|Providers shall put |Article 17(1)|Risk & Compliance|NO|Internal Audit|NO_METRIC|NO_FORMULA|Article 17(1)|N/A|EU AI Act|Providers shall put |EU|Baseline
EU-021|Providers shall put |Article 17(1)|Risk & Compliance|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Article 17(1)|N/A|EU AI Act|Providers shall put |EU|Not Baseline
EU-021|Providers shall put |Article 17(1)|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|EU AI Act|Providers shall put |EU|Not Baseline
EU-021|Providers shall put |Article 17(1)|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|Article 17(1)|90.0|EU AI Act|Providers shall put |EU|Not Baseline
EU-022|Providers shall keep|Article 19(1)|System Performance|NO|Event Logging|ai.logs.coverage_rat|(logged_events / tot|Article 19(1)|N/A|EU AI Act|Providers shall keep|EU|Not Baseline
EU-022|Providers shall keep|Article 19(1)|System Performance|NO|Event Logging|ai.logs.retention_da|min(retention_days a|Article 19(1)|N/A|EU AI Act|Providers shall keep|EU|Not Baseline
EU-022|Providers shall keep|Article 19(1)|System Performance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Article 19(1)|N/A|EU AI Act|Providers shall keep|EU|Not Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|NO|Incident Reporting|NO_METRIC|NO_FORMULA|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Not Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|YES|Performance Monitori|ai.model.accuracy|mean(accuracy scores|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|YES|Performance Monitori|ai.model.error_rate|(error_count / reque|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|YES|Performance Monitori|ai.model.hallucinati|(hallucinated_output|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|YES|Performance Monitori|ai.model.latency_p95|p95(response_time_ms|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|NO|Post-Market Monitori|ai.monitoring.alert_|mean(time_from_alert|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Not Baseline
EU-023|Providers shall acti|Article 72(1)|System Performance|NO|Post-Market Monitori|ai.monitoring.covera|(monitored_endpoints|Article 72(1)|N/A|EU AI Act|Providers shall acti|EU|Not Baseline
EU-024|High-risk AI systems|Article 15(4)|System Performance|NO|Change Management|NO_METRIC|NO_FORMULA|Article 15(4)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-024|High-risk AI systems|Article 15(4)|System Performance|NO|Continuous Improveme|NO_METRIC|NO_FORMULA|Article 15(4)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-024|High-risk AI systems|Article 15(4)|System Performance|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 15(4)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-024|High-risk AI systems|Article 15(4)|System Performance|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 15(4)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-025|High-risk AI systems|Article 13(1)|Solution Design|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 13(1)|90.0|EU AI Act|High-risk AI systems|EU|Baseline
EU-025|High-risk AI systems|Article 13(1)|Solution Design|YES|Transparency|ai.risk.doc_complete|max(0, 100 - ai.tran|Your documentation g|20.0|EU AI Act|High-risk AI systems|EU|Baseline
EU-025|High-risk AI systems|Article 13(1)|Solution Design|YES|Transparency|ai.transparency.doc_|(completed_doc_secti|Article 13(1)|80.0|EU AI Act|High-risk AI systems|EU|Baseline
EU-025|High-risk AI systems|Article 13(1)|Solution Design|NO|Explainability|ai.explain.coverage_|(explained_outputs /|Article 13(1)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-025|High-risk AI systems|Article 13(1)|Solution Design|NO|Explainability|ai.explain.user_sati|mean(explanation_rat|Article 13(1)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-026|High-risk AI systems|Article 13(3)|Risk & Compliance|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 13(3)|90.0|EU AI Act|High-risk AI systems|EU|Baseline
EU-026|High-risk AI systems|Article 13(3)|Risk & Compliance|NO|Technical Documentat|NO_METRIC|NO_FORMULA|Article 13(3)|N/A|EU AI Act|High-risk AI systems|EU|Not Baseline
EU-026|High-risk AI systems|Article 13(3)|Risk & Compliance|YES|Transparency|ai.risk.doc_complete|max(0, 100 - ai.tran|Your documentation g|20.0|EU AI Act|High-risk AI systems|EU|Baseline
EU-026|High-risk AI systems|Article 13(3)|Risk & Compliance|YES|Transparency|ai.transparency.doc_|(completed_doc_secti|Article 13(3)|80.0|EU AI Act|High-risk AI systems|EU|Baseline
EU-027|Deployers shall use |Article 26(1)|Risk & Compliance|NO|Lifecycle Management|NO_METRIC|NO_FORMULA|Article 26(1)|N/A|EU AI Act|Deployers shall use |EU|Not Baseline
EU-027|Deployers shall use |Article 26(1)|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|EU AI Act|Deployers shall use |EU|Not Baseline
EU-027|Deployers shall use |Article 26(1)|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|Article 26(1)|90.0|EU AI Act|Deployers shall use |EU|Not Baseline
EU-027|Deployers shall use |Article 26(1)|Risk & Compliance|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 26(1)|0.10|EU AI Act|Deployers shall use |EU|Not Baseline
EU-027|Deployers shall use |Article 26(1)|Risk & Compliance|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 26(1)|N/A|EU AI Act|Deployers shall use |EU|Not Baseline
EU-028|Deployers shall assi|Article 26(5)|Corporate Oversight|NO|Roles and Resources|ai.governance.role_f|(filled_governance_r|Article 26(5)|N/A|EU AI Act|Deployers shall assi|EU|Not Baseline
EU-028|Deployers shall assi|Article 26(5)|Corporate Oversight|YES|Human Oversight|ai.oversight.overrid|(human_overrides / a|Article 26(5)|0.10|EU AI Act|Deployers shall assi|EU|Not Baseline
EU-028|Deployers shall assi|Article 26(5)|Corporate Oversight|NO|Human Oversight|ai.oversight.review_|(reviewed_decisions |Article 26(5)|N/A|EU AI Act|Deployers shall assi|EU|Not Baseline
EU-029|Deployers shall cond|Article 27(1)|Risk & Compliance|NO|Stakeholder Engageme|NO_METRIC|NO_FORMULA|Article 27(1)|N/A|EU AI Act|Deployers shall cond|EU|Not Baseline
EU-029|Deployers shall cond|Article 27(1)|Risk & Compliance|YES|AI Impact Assessment|ai.core.drift_score|KL_divergence(baseli|Article 27(1)|0.15|EU AI Act|Deployers shall cond|EU|Not Baseline
EU-029|Deployers shall cond|Article 27(1)|Risk & Compliance|NO|AI Impact Assessment|ai.risk.drift_to_lim|ai.core.drift_score |Your drift-to-limit |0.80|EU AI Act|Deployers shall cond|EU|Not Baseline
EU-029|Deployers shall cond|Article 27(1)|Risk & Compliance|NO|Fairness and Bias Ma|ai.fairness.demograp|min(P(Y=1 A=a)) / ma|Article 27(1)|N/A|EU AI Act|Deployers shall cond|EU|Not Baseline
EU-029|Deployers shall cond|Article 27(1)|Risk & Compliance|NO|Fairness and Bias Ma|ai.fairness.equal_op|max(TPR_a - TPR_b) a|Article 27(1)|N/A|EU AI Act|Deployers shall cond|EU|Not Baseline
EU-030|Providers shall regi|Article 49|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|EU AI Act|Providers shall regi|EU|Not Baseline
EU-030|Providers shall regi|Article 49|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|Article 49|90.0|EU AI Act|Providers shall regi|EU|Not Baseline
EU-030|Providers shall regi|Article 49|Risk & Compliance|YES|Conformity Assessmen|ai.transparency.doc_|(completed_doc_secti|Article 49|80.0|EU AI Act|Providers shall regi|EU|Not Baseline
EU-031|Providers of GPAI mo|Article 53(1)(a)|Risk & Compliance|NO|Technical Documentat|NO_METRIC|NO_FORMULA|Article 53(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-031|Providers of GPAI mo|Article 53(1)(a)|Risk & Compliance|NO|GPAI Model Governanc|NO_METRIC|NO_FORMULA|Article 53(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-031|Providers of GPAI mo|Article 53(1)(a)|Risk & Compliance|NO|Model Cards and Data|NO_METRIC|NO_FORMULA|Article 53(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-031|Providers of GPAI mo|Article 53(1)(a)|Risk & Compliance|NO|Record-Keeping|ai.records.audit_log|(verified_log_entrie|Article 53(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-032|Providers of GPAI mo|Article 53(1)(b)|Risk & Compliance|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 53(1)(b)|90.0|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-032|Providers of GPAI mo|Article 53(1)(b)|Risk & Compliance|NO|GPAI Model Governanc|NO_METRIC|NO_FORMULA|Article 53(1)(b)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-032|Providers of GPAI mo|Article 53(1)(b)|Risk & Compliance|NO|Third-Party Responsi|NO_METRIC|NO_FORMULA|Article 53(1)(b)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-033|Providers of GPAI mo|Article 53(1)(c)|Risk & Compliance|NO|GPAI Model Governanc|NO_METRIC|NO_FORMULA|Article 53(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-033|Providers of GPAI mo|Article 53(1)(c)|Risk & Compliance|NO|Privacy Compliance|NO_METRIC|NO_FORMULA|Article 53(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-033|Providers of GPAI mo|Article 53(1)(c)|Risk & Compliance|YES|Regulatory Complianc|ai.risk.disclosure_g|max(0, 100 - ai.tran|Your disclosure gap |10.0|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-033|Providers of GPAI mo|Article 53(1)(c)|Risk & Compliance|YES|Regulatory Complianc|ai.transparency.disc|(disclosed_interacti|Article 53(1)(c)|90.0|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-034|Providers of GPAI mo|Article 53(1)(d)|Risk & Compliance|YES|AI Transparency|ai.transparency.disc|(disclosed_interacti|Article 53(1)(d)|90.0|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-034|Providers of GPAI mo|Article 53(1)(d)|Risk & Compliance|NO|Model Cards and Data|NO_METRIC|NO_FORMULA|Article 53(1)(d)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-034|Providers of GPAI mo|Article 53(1)(d)|Risk & Compliance|YES|Transparency|ai.risk.doc_complete|max(0, 100 - ai.tran|Your documentation g|20.0|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-034|Providers of GPAI mo|Article 53(1)(d)|Risk & Compliance|YES|Transparency|ai.transparency.doc_|(completed_doc_secti|Article 53(1)(d)|80.0|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-035|Providers of GPAI mo|Article 55(1)(a)|Risk & Compliance|NO|Safety and Security |NO_METRIC|NO_FORMULA|Article 55(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-035|Providers of GPAI mo|Article 55(1)(a)|Risk & Compliance|NO|Independent Catastro|NO_METRIC|NO_FORMULA|Article 55(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-035|Providers of GPAI mo|Article 55(1)(a)|Risk & Compliance|YES|Risk Identification|ai.core.error_rate|mean(ai.core.error_r|Article 55(1)(a)|0.05|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-035|Providers of GPAI mo|Article 55(1)(a)|Risk & Compliance|YES|Risk Identification|ai.risk.error_to_lim|ai.core.error_rate /|Your error-to-limit |0.80|EU AI Act|Providers of GPAI mo|EU|Baseline
EU-035|Providers of GPAI mo|Article 55(1)(a)|Risk & Compliance|NO|Catastrophic Harm As|NO_METRIC|NO_FORMULA|Article 55(1)(a)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-036|Providers of GPAI mo|Article 55(1)(b)|Risk & Compliance|NO|Independent Catastro|NO_METRIC|NO_FORMULA|Article 55(1)(b)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-036|Providers of GPAI mo|Article 55(1)(b)|Risk & Compliance|YES|Risk Treatment|ai.oversight.overrid|human_overrides / ai|Article 55(1)(b)|0.10|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-036|Providers of GPAI mo|Article 55(1)(b)|Risk & Compliance|YES|Risk Treatment|ai.risk.override_to_|ai.oversight.overrid|Your override-to-tar|0.80|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-036|Providers of GPAI mo|Article 55(1)(b)|Risk & Compliance|NO|Catastrophic Harm As|NO_METRIC|NO_FORMULA|Article 55(1)(b)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
EU-037|Providers of GPAI mo|Article 55(1)(c)|System Performance|NO|Incident Reporting|NO_METRIC|NO_FORMULA|Article 55(1)(c)|N/A|EU AI Act|Providers of GPAI mo|EU|Not Baseline
